2025-01-23 09:00:08,001 - 
Running experiments on Cora
2025-01-23 09:00:08,001 - Run 1/5
2025-01-23 09:00:09,177 - Cora - Epoch 10: Loss=2.8918, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:10,971 - Cora - Epoch 30: Loss=2.8942, Val Acc=0.1540, Test Acc=0.1450
2025-01-23 09:00:11,051 - Cora - Epoch 40: Loss=2.8932, Val Acc=0.1140, Test Acc=0.1030
2025-01-23 09:00:11,132 - Cora - Epoch 50: Loss=2.8893, Val Acc=0.1540, Test Acc=0.1440
2025-01-23 09:00:11,212 - Cora - Epoch 60: Loss=2.8891, Val Acc=0.1440, Test Acc=0.1430
2025-01-23 09:00:11,293 - Cora - Epoch 70: Loss=2.8898, Val Acc=0.1600, Test Acc=0.1450
2025-01-23 09:00:11,374 - Cora - Epoch 80: Loss=2.8923, Val Acc=0.3100, Test Acc=0.3100
2025-01-23 09:00:11,454 - Cora - Epoch 90: Loss=2.8926, Val Acc=0.1220, Test Acc=0.1300
2025-01-23 09:00:11,535 - Cora - Epoch 100: Loss=2.8932, Val Acc=0.1220, Test Acc=0.1310
2025-01-23 09:00:11,616 - Cora - Epoch 110: Loss=2.8905, Val Acc=0.0720, Test Acc=0.0910
2025-01-23 09:00:11,696 - Cora - Epoch 120: Loss=2.8910, Val Acc=0.0720, Test Acc=0.0920
2025-01-23 09:00:11,777 - Cora - Epoch 130: Loss=2.8914, Val Acc=0.1140, Test Acc=0.1030
2025-01-23 09:00:11,858 - Cora - Epoch 140: Loss=2.8879, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:11,938 - Cora - Epoch 150: Loss=2.8924, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:12,019 - Cora - Epoch 160: Loss=2.8933, Val Acc=0.0680, Test Acc=0.0660
2025-01-23 09:00:12,099 - Cora - Epoch 170: Loss=2.8932, Val Acc=0.1620, Test Acc=0.1490
2025-01-23 09:00:12,179 - Cora - Epoch 180: Loss=2.8889, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:12,260 - Cora - Epoch 190: Loss=2.8904, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:12,339 - Cora - Epoch 200: Loss=2.8911, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:12,339 - Run 3/5
2025-01-23 09:00:12,436 - Cora - Epoch 10: Loss=2.8924, Val Acc=0.1220, Test Acc=0.1290
2025-01-23 09:00:12,517 - Cora - Epoch 20: Loss=2.8916, Val Acc=0.0580, Test Acc=0.0640
2025-01-23 09:00:12,597 - Cora - Epoch 30: Loss=2.8892, Val Acc=0.0940, Test Acc=0.1200
2025-01-23 09:00:12,678 - Cora - Epoch 40: Loss=2.8918, Val Acc=0.1220, Test Acc=0.1300
2025-01-23 09:00:12,758 - Cora - Epoch 50: Loss=2.8877, Val Acc=0.1220, Test Acc=0.1310
2025-01-23 09:00:12,839 - Cora - Epoch 60: Loss=2.8879, Val Acc=0.3160, Test Acc=0.3190
2025-01-23 09:00:12,920 - Cora - Epoch 70: Loss=2.8870, Val Acc=0.3160, Test Acc=0.3180
2025-01-23 09:00:13,000 - Cora - Epoch 80: Loss=2.8886, Val Acc=0.0680, Test Acc=0.0690
2025-01-23 09:00:13,081 - Cora - Epoch 90: Loss=2.8855, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:13,162 - Cora - Epoch 100: Loss=2.8876, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:13,242 - Cora - Epoch 110: Loss=2.8922, Val Acc=0.0580, Test Acc=0.0640
2025-01-23 09:00:13,323 - Cora - Epoch 120: Loss=2.8933, Val Acc=0.0580, Test Acc=0.0640
2025-01-23 09:00:13,403 - Cora - Epoch 130: Loss=2.8873, Val Acc=0.2880, Test Acc=0.3010
2025-01-23 09:00:13,484 - Cora - Epoch 140: Loss=2.8909, Val Acc=0.3120, Test Acc=0.3170
2025-01-23 09:00:13,564 - Cora - Epoch 150: Loss=2.8966, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:13,645 - Cora - Epoch 160: Loss=2.8912, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:13,725 - Cora - Epoch 170: Loss=2.8946, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:13,806 - Cora - Epoch 180: Loss=2.8970, Val Acc=0.1480, Test Acc=0.1440
2025-01-23 09:00:13,887 - Cora - Epoch 190: Loss=2.8913, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:13,967 - Cora - Epoch 200: Loss=2.8907, Val Acc=0.1620, Test Acc=0.1490
2025-01-23 09:00:13,970 - Run 4/5
2025-01-23 09:00:14,068 - Cora - Epoch 10: Loss=2.8962, Val Acc=0.0580, Test Acc=0.0640
2025-01-23 09:00:14,148 - Cora - Epoch 20: Loss=2.8885, Val Acc=0.1280, Test Acc=0.1340
2025-01-23 09:00:14,229 - Cora - Epoch 30: Loss=2.8911, Val Acc=0.3000, Test Acc=0.3090
2025-01-23 09:00:14,310 - Cora - Epoch 40: Loss=2.8884, Val Acc=0.1220, Test Acc=0.1300
2025-01-23 09:00:14,390 - Cora - Epoch 50: Loss=2.8935, Val Acc=0.1620, Test Acc=0.1490
2025-01-23 09:00:14,471 - Cora - Epoch 60: Loss=2.8896, Val Acc=0.1620, Test Acc=0.1490
2025-01-23 09:00:14,552 - Cora - Epoch 70: Loss=2.8911, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:14,632 - Cora - Epoch 80: Loss=2.8919, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:14,713 - Cora - Epoch 90: Loss=2.8903, Val Acc=0.0580, Test Acc=0.0640
2025-01-23 09:00:14,793 - Cora - Epoch 100: Loss=2.8875, Val Acc=0.3160, Test Acc=0.3190
2025-01-23 09:00:14,874 - Cora - Epoch 110: Loss=2.8896, Val Acc=0.1140, Test Acc=0.1030
2025-01-23 09:00:14,954 - Cora - Epoch 120: Loss=2.8911, Val Acc=0.1140, Test Acc=0.1030
2025-01-23 09:00:15,035 - Cora - Epoch 130: Loss=2.8889, Val Acc=0.0720, Test Acc=0.0910
2025-01-23 09:00:15,115 - Cora - Epoch 140: Loss=2.8904, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:15,196 - Cora - Epoch 150: Loss=2.8871, Val Acc=0.1460, Test Acc=0.1430
2025-01-23 09:00:15,276 - Cora - Epoch 160: Loss=2.8908, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:15,357 - Cora - Epoch 170: Loss=2.8906, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:00:15,437 - Cora - Epoch 180: Loss=2.8920, Val Acc=0.0720, Test Acc=0.0910
2025-01-23 09:00:15,517 - Cora - Epoch 190: Loss=2.8886, Val Acc=0.0720, Test Acc=0.0910
2025-01-23 09:00:15,598 - Cora - Epoch 200: Loss=2.8930, Val Acc=0.0720, Test Acc=0.0910
2025-01-23 09:00:15,601 - Run 5/5
2025-01-23 09:00:15,699 - Cora - Epoch 10: Loss=2.8900, Val Acc=0.1000, Test Acc=0.1180
2025-01-23 09:00:15,780 - Cora - Epoch 20: Loss=2.8885, Val Acc=0.0580, Test Acc=0.0640
2025-01-23 09:00:15,860 - Cora - Epoch 30: Loss=2.8893, Val Acc=0.0740, Test Acc=0.0890
2025-01-23 09:00:15,941 - Cora - Epoch 40: Loss=2.8888, Val Acc=0.0760, Test Acc=0.0940
2025-01-23 09:00:16,022 - Cora - Epoch 50: Loss=2.8915, Val Acc=0.1620, Test Acc=0.1490
2025-01-23 09:00:16,103 - Cora - Epoch 60: Loss=2.8863, Val Acc=0.1100, Test Acc=0.0830
2025-01-23 09:00:16,184 - Cora - Epoch 70: Loss=2.8864, Val Acc=0.3160, Test Acc=0.3190
2025-01-23 09:00:16,265 - Cora - Epoch 80: Loss=2.8927, Val Acc=0.1180, Test Acc=0.1290
2025-01-23 09:00:16,346 - Cora - Epoch 90: Loss=2.8942, Val Acc=0.1140, Test Acc=0.1030
2025-01-23 09:00:16,426 - Cora - Epoch 100: Loss=2.8899, Val Acc=0.1200, Test Acc=0.1060
2025-01-23 09:00:16,507 - Cora - Epoch 110: Loss=2.8856, Val Acc=0.0580, Test Acc=0.0640
2025-01-23 09:00:16,588 - Cora - Epoch 120: Loss=2.8891, Val Acc=0.3180, Test Acc=0.3190
2025-01-23 09:00:16,669 - Cora - Epoch 130: Loss=2.8900, Val Acc=0.1020, Test Acc=0.1040
2025-01-23 09:00:16,749 - Cora - Epoch 140: Loss=2.8912, Val Acc=0.0740, Test Acc=0.0920
2025-01-23 09:00:16,830 - Cora - Epoch 150: Loss=2.8839, Val Acc=0.3160, Test Acc=0.3190
2025-01-23 09:00:16,911 - Cora - Epoch 160: Loss=2.8864, Val Acc=0.3160, Test Acc=0.3190
2025-01-23 09:00:16,992 - Cora - Epoch 170: Loss=2.8902, Val Acc=0.3160, Test Acc=0.3190
2025-01-23 09:00:17,072 - Cora - Epoch 180: Loss=2.8901, Val Acc=0.1620, Test Acc=0.1490
2025-01-23 09:00:17,153 - Cora - Epoch 190: Loss=2.8907, Val Acc=0.0720, Test Acc=0.0910
2025-01-23 09:00:17,234 - Cora - Epoch 200: Loss=2.8941, Val Acc=0.0720, Test Acc=0.0910
2025-01-23 09:00:17,234 - Cora Results:
2025-01-23 09:00:17,234 - Validation: 0.3152 ± 0.0030
2025-01-23 09:00:17,234 - Test: 0.3172 ± 0.0040
2025-01-23 09:00:17,234 - 
Running experiments on CiteSeer
2025-01-23 09:00:17,234 - Run 1/5
2025-01-23 09:00:25,085 - CiteSeer - Epoch 10: Loss=2.7358, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:25,244 - CiteSeer - Epoch 20: Loss=2.7344, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:25,404 - CiteSeer - Epoch 30: Loss=2.7296, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:25,563 - CiteSeer - Epoch 40: Loss=2.7311, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:25,723 - CiteSeer - Epoch 50: Loss=2.7289, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:25,883 - CiteSeer - Epoch 60: Loss=2.7339, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:26,043 - CiteSeer - Epoch 70: Loss=2.7363, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:26,204 - CiteSeer - Epoch 80: Loss=2.7269, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:26,365 - CiteSeer - Epoch 90: Loss=2.7303, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:26,524 - CiteSeer - Epoch 100: Loss=2.7379, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:26,684 - CiteSeer - Epoch 110: Loss=2.7310, Val Acc=0.1360, Test Acc=0.1600
2025-01-23 09:00:26,844 - CiteSeer - Epoch 120: Loss=2.7337, Val Acc=0.1880, Test Acc=0.1680
2025-01-23 09:00:27,004 - CiteSeer - Epoch 130: Loss=2.7326, Val Acc=0.1880, Test Acc=0.1690
2025-01-23 09:00:27,164 - CiteSeer - Epoch 140: Loss=2.7309, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:27,323 - CiteSeer - Epoch 150: Loss=2.7335, Val Acc=0.1700, Test Acc=0.1810
2025-01-23 09:00:27,483 - CiteSeer - Epoch 160: Loss=2.7445, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:27,643 - CiteSeer - Epoch 170: Loss=2.7311, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:27,803 - CiteSeer - Epoch 180: Loss=2.7316, Val Acc=0.2320, Test Acc=0.1850
2025-01-23 09:00:27,962 - CiteSeer - Epoch 190: Loss=2.7311, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:28,122 - CiteSeer - Epoch 200: Loss=2.7301, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:28,122 - Run 2/5
2025-01-23 09:00:28,347 - CiteSeer - Epoch 10: Loss=2.7296, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:28,508 - CiteSeer - Epoch 20: Loss=2.7361, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:28,668 - CiteSeer - Epoch 30: Loss=2.7375, Val Acc=0.1700, Test Acc=0.1820
2025-01-23 09:00:28,828 - CiteSeer - Epoch 40: Loss=2.7326, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:28,989 - CiteSeer - Epoch 50: Loss=2.7320, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:29,149 - CiteSeer - Epoch 60: Loss=2.7314, Val Acc=0.1420, Test Acc=0.1390
2025-01-23 09:00:29,308 - CiteSeer - Epoch 70: Loss=2.7289, Val Acc=0.1080, Test Acc=0.1310
2025-01-23 09:00:29,466 - CiteSeer - Epoch 80: Loss=2.7297, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:29,626 - CiteSeer - Epoch 90: Loss=2.7328, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:29,786 - CiteSeer - Epoch 100: Loss=2.7329, Val Acc=0.1720, Test Acc=0.1810
2025-01-23 09:00:29,946 - CiteSeer - Epoch 110: Loss=2.7293, Val Acc=0.1720, Test Acc=0.1830
2025-01-23 09:00:30,106 - CiteSeer - Epoch 120: Loss=2.7295, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:30,267 - CiteSeer - Epoch 130: Loss=2.7301, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:30,427 - CiteSeer - Epoch 140: Loss=2.7365, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:30,586 - CiteSeer - Epoch 150: Loss=2.7300, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:30,745 - CiteSeer - Epoch 160: Loss=2.7317, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:30,904 - CiteSeer - Epoch 170: Loss=2.7318, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:31,062 - CiteSeer - Epoch 180: Loss=2.7327, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:31,221 - CiteSeer - Epoch 190: Loss=2.7301, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:31,381 - CiteSeer - Epoch 200: Loss=2.7345, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:31,381 - Run 3/5
2025-01-23 09:00:31,609 - CiteSeer - Epoch 10: Loss=2.7335, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:31,768 - CiteSeer - Epoch 20: Loss=2.7330, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:31,928 - CiteSeer - Epoch 30: Loss=2.7388, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:32,088 - CiteSeer - Epoch 40: Loss=2.7300, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:32,248 - CiteSeer - Epoch 50: Loss=2.7328, Val Acc=0.1880, Test Acc=0.1690
2025-01-23 09:00:32,408 - CiteSeer - Epoch 60: Loss=2.7342, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:32,567 - CiteSeer - Epoch 70: Loss=2.7343, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:32,726 - CiteSeer - Epoch 80: Loss=2.7298, Val Acc=0.0720, Test Acc=0.0970
2025-01-23 09:00:32,885 - CiteSeer - Epoch 90: Loss=2.7313, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:33,044 - CiteSeer - Epoch 100: Loss=2.7299, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:33,204 - CiteSeer - Epoch 110: Loss=2.7354, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:33,364 - CiteSeer - Epoch 120: Loss=2.7301, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:33,524 - CiteSeer - Epoch 130: Loss=2.7323, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:33,683 - CiteSeer - Epoch 140: Loss=2.7290, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:33,844 - CiteSeer - Epoch 150: Loss=2.7326, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:34,004 - CiteSeer - Epoch 160: Loss=2.7312, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:34,164 - CiteSeer - Epoch 170: Loss=2.7343, Val Acc=0.1880, Test Acc=0.1690
2025-01-23 09:00:34,323 - CiteSeer - Epoch 180: Loss=2.7333, Val Acc=0.1880, Test Acc=0.1690
2025-01-23 09:00:34,477 - CiteSeer - Epoch 190: Loss=2.7351, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:34,635 - CiteSeer - Epoch 200: Loss=2.7306, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:34,635 - Run 4/5
2025-01-23 09:00:34,862 - CiteSeer - Epoch 10: Loss=2.7316, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:35,023 - CiteSeer - Epoch 20: Loss=2.7390, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:35,184 - CiteSeer - Epoch 30: Loss=2.7305, Val Acc=0.1880, Test Acc=0.1690
2025-01-23 09:00:35,344 - CiteSeer - Epoch 40: Loss=2.7327, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:35,503 - CiteSeer - Epoch 50: Loss=2.7286, Val Acc=0.1880, Test Acc=0.1690
2025-01-23 09:00:35,664 - CiteSeer - Epoch 60: Loss=2.7330, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:35,826 - CiteSeer - Epoch 70: Loss=2.7346, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:35,987 - CiteSeer - Epoch 80: Loss=2.7384, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:36,148 - CiteSeer - Epoch 90: Loss=2.7291, Val Acc=0.0600, Test Acc=0.0760
2025-01-23 09:00:36,309 - CiteSeer - Epoch 100: Loss=2.7371, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:36,470 - CiteSeer - Epoch 110: Loss=2.7338, Val Acc=0.0920, Test Acc=0.1030
2025-01-23 09:00:36,632 - CiteSeer - Epoch 120: Loss=2.7322, Val Acc=0.1380, Test Acc=0.1600
2025-01-23 09:00:36,793 - CiteSeer - Epoch 130: Loss=2.7289, Val Acc=0.2100, Test Acc=0.1770
2025-01-23 09:00:36,954 - CiteSeer - Epoch 140: Loss=2.7320, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:37,114 - CiteSeer - Epoch 150: Loss=2.7320, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:37,275 - CiteSeer - Epoch 160: Loss=2.7369, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:37,436 - CiteSeer - Epoch 170: Loss=2.7306, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:37,598 - CiteSeer - Epoch 180: Loss=2.7261, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:37,758 - CiteSeer - Epoch 190: Loss=2.7364, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:37,920 - CiteSeer - Epoch 200: Loss=2.7319, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:37,920 - Run 5/5
2025-01-23 09:00:38,149 - CiteSeer - Epoch 10: Loss=2.7307, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:38,310 - CiteSeer - Epoch 20: Loss=2.7300, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:38,472 - CiteSeer - Epoch 30: Loss=2.7281, Val Acc=0.0580, Test Acc=0.0790
2025-01-23 09:00:38,633 - CiteSeer - Epoch 40: Loss=2.7299, Val Acc=0.2380, Test Acc=0.1810
2025-01-23 09:00:38,794 - CiteSeer - Epoch 50: Loss=2.7314, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:38,956 - CiteSeer - Epoch 60: Loss=2.7296, Val Acc=0.0580, Test Acc=0.0770
2025-01-23 09:00:39,117 - CiteSeer - Epoch 70: Loss=2.7310, Val Acc=0.1700, Test Acc=0.1820
2025-01-23 09:00:39,278 - CiteSeer - Epoch 80: Loss=2.7300, Val Acc=0.1880, Test Acc=0.1680
2025-01-23 09:00:39,440 - CiteSeer - Epoch 90: Loss=2.7272, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:39,601 - CiteSeer - Epoch 100: Loss=2.7316, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:39,763 - CiteSeer - Epoch 110: Loss=2.7395, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:39,924 - CiteSeer - Epoch 120: Loss=2.7319, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:40,086 - CiteSeer - Epoch 130: Loss=2.7349, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:40,247 - CiteSeer - Epoch 140: Loss=2.7377, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:40,409 - CiteSeer - Epoch 150: Loss=2.7249, Val Acc=0.1720, Test Acc=0.1810
2025-01-23 09:00:40,571 - CiteSeer - Epoch 160: Loss=2.7244, Val Acc=0.2120, Test Acc=0.2310
2025-01-23 09:00:40,730 - CiteSeer - Epoch 170: Loss=2.7287, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:40,890 - CiteSeer - Epoch 180: Loss=2.7233, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:41,051 - CiteSeer - Epoch 190: Loss=2.7329, Val Acc=0.1720, Test Acc=0.1820
2025-01-23 09:00:41,212 - CiteSeer - Epoch 200: Loss=2.7326, Val Acc=0.2320, Test Acc=0.1810
2025-01-23 09:00:41,212 - CiteSeer Results:
2025-01-23 09:00:41,212 - Validation: 0.2332 ± 0.0027
2025-01-23 09:00:41,212 - Test: 0.1810 ± 0.0000
2025-01-23 09:00:41,212 - 
Running experiments on PubMed
2025-01-23 09:00:41,212 - Run 1/5
2025-01-23 09:00:53,062 - PubMed - Epoch 10: Loss=1.9438, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:00:55,729 - PubMed - Epoch 20: Loss=1.9370, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:00:58,348 - PubMed - Epoch 30: Loss=1.9315, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:00,968 - PubMed - Epoch 40: Loss=1.9307, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:03,589 - PubMed - Epoch 50: Loss=1.9359, Val Acc=0.2020, Test Acc=0.1830
2025-01-23 09:01:06,210 - PubMed - Epoch 60: Loss=1.9309, Val Acc=0.1980, Test Acc=0.1800
2025-01-23 09:01:08,834 - PubMed - Epoch 70: Loss=1.9342, Val Acc=0.4140, Test Acc=0.4050
2025-01-23 09:01:11,455 - PubMed - Epoch 80: Loss=1.9353, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:01:14,079 - PubMed - Epoch 90: Loss=1.9345, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:16,705 - PubMed - Epoch 100: Loss=1.9360, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:19,334 - PubMed - Epoch 110: Loss=1.9372, Val Acc=0.4200, Test Acc=0.4070
2025-01-23 09:01:21,966 - PubMed - Epoch 120: Loss=1.9348, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:01:24,598 - PubMed - Epoch 130: Loss=1.9241, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:01:27,240 - PubMed - Epoch 140: Loss=1.9323, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:29,943 - PubMed - Epoch 150: Loss=1.9379, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:32,595 - PubMed - Epoch 160: Loss=1.9305, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:35,242 - PubMed - Epoch 170: Loss=1.9332, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:01:37,892 - PubMed - Epoch 180: Loss=1.9326, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:01:40,544 - PubMed - Epoch 190: Loss=1.9358, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:01:43,217 - PubMed - Epoch 200: Loss=1.9296, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:01:43,218 - Run 2/5
2025-01-23 09:01:45,973 - PubMed - Epoch 10: Loss=1.9376, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:01:48,683 - PubMed - Epoch 20: Loss=1.9242, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:01:51,343 - PubMed - Epoch 30: Loss=1.9287, Val Acc=0.4080, Test Acc=0.4030
2025-01-23 09:01:54,015 - PubMed - Epoch 40: Loss=1.9425, Val Acc=0.3700, Test Acc=0.3800
